#TYPE System.Data.DataRow
"CustomerID","NameStyle","Title","FirstName","MiddleName","LastName","Suffix","CompanyName","SalesPerson","EmailAddress","Phone","PasswordHash","PasswordSalt","rowguid","ModifiedDate"
"282","False","Mr.","Billy","J.","Trent","","Quick Parts and Service","adventure-works\garrett1","billy0@adventure-works.com","882-555-0115","tSfXgpVAnQ6TL8XxnK0PMKR2Ngn49a0253VcVtcV6QQ=","V1n+9SQ=","cf04f255-d817-4ec9-9d99-4580b1ed0ce2","9/1/2007 12:00:00 AM"
"286","False","Mr.","Leo","","Giakoumakis","","Number One Bike Co.","adventure-works\jae0","leo0@adventure-works.com","1 (11) 500 555-0169","x78xcW0FvKo3V2RvMGf37bcWhb50vMZ22IuaZcu+qmM=","abrUsFg=","6266ccc4-1af0-42e0-bca4-b33ea6838eee","7/1/2006 12:00:00 AM"
"287","False","Mr.","Grant","","Culbertson","","Handy Bike Services","adventure-works\michael9","grant1@adventure-works.com","859-555-0173","nkkvhNgGMBN5JS2w3ewyvV4KCwrTMYC4+yoS/4hIUok=","fqDHYeo=","448cbbfe-eddc-443d-b7c8-57aeaa463be5","8/1/2005 12:00:00 AM"
"288","False","Mr.","Robert","L.","Barker","","Kickstand Sellers","adventure-works\michael9","robert3@adventure-works.com","241-555-0112","q8JpThg+EEoLRrvqBMW+Wa0RbFcCIfVIzYcGGELEOdk=","cdUS/K4=","44edc8ac-bb0e-418e-bdd3-4f7691381633","12/1/2006 12:00:00 AM"
"289","False","Ms.","Gabriel","L.","Bockenkamp","","Moderately-Priced Bikes Store","adventure-works\pamela0","gabriel0@adventure-works.com","763-555-0145","hW0+tFeNNdvPsnKDuHc6OmH0bCdD2kCfpU6qVvIjdPs=","fjVy+G4=","a42d0f51-c2bc-433d-b2bd-61c516296669","8/1/2005 12:00:00 AM"
"290","False","Mr.","Scott","","Culp","","Friendly Bike Shop","adventure-works\david8","scott3@adventure-works.com","119-555-0167","Xf7AJHcry+LouddJR3dIGHjo8du8EO+214E81gPafj0=","rXx8clQ=","d0dcde2d-8c38-48fc-9d83-5ebe8a8577ae","7/1/2006 12:00:00 AM"
"291","False","Mr.","Wayne","N.","Banack","","Grand Bicycle Stores","adventure-works\jillian0","wayne0@adventure-works.com","640-555-0189","W6e3zjP9/VTWIVDfWOJ7/sdwfvSP0qPkcRJ1pTa249I=","mv8CSkM=","a5aa95ad-8c82-4e50-944f-39f6bdd0a8a8","9/1/2006 12:00:00 AM"
"292","False","Mr.","Michael","Greg","Blythe","","Grease and Oil Products Company","adventure-works\jillian0","michael11@adventure-works.com","126-555-0172","5QCj8NIegcVaNIwAHhbulqzIKzgsgpVptbr8vMjvY9Q=","8L4g3I4=","e1e960b9-5a86-475d-80fe-b64191aeb1da","7/1/2005 12:00:00 AM"
"293","False","Mr.","Conor","","Cunningham","","Fashionable Bikes and Accessories","adventure-works\shu0","conor0@adventure-works.com","115-555-0113","/yVQQacXlcqZVH6x20kKCxCJ+sP4EjmPQXwwwInfNH0=","vJ/AcXo=","b37a0d83-7ed6-4c58-a476-f59b7ae4fc85","9/1/2005 12:00:00 AM"
"294","False","Mr.","Alberto","F.","Baltazar","","Flawless Bike Shop","adventure-works\linda3","alberto0@adventure-works.com","780-555-0114","7Pu+s7FYZ9ERNs/++8Bd+aj1rUALff6EuUnG0Xi+5f8=","L1e3Y34=","592b130d-bff6-4744-b0b6-02f706504993","9/1/2005 12:00:00 AM"
"295","False","Mr.","Joseph","P.","Mitzner","Jr.","Engineered Bike Systems","adventure-works\shu0","joseph4@adventure-works.com","129-555-0164","7obarvC3BHLIE/oFo0n+bkB/EZ03Zc8Vu+F2jpK/CNM=","k6zgROU=","bb5324b1-9ace-4aae-8711-41090edce4e0","9/1/2007 12:00:00 AM"
"298","False","Mr.","Robert","","Mitosinka","","City Cycling","adventure-works\jos?1","robert10@adventure-works.com","239-555-0198","vCVsOjGm0KyeirgUeD9DQYxoh13CXTJAA03IytWGrhs=","mQH+E8w=","16101465-48b9-4147-9c53-6610feadf778","9/1/2007 12:00:00 AM"
"299","False","Mr.","Thierry","","D'Hers","","Citywide Service and Repair","adventure-works\jos?1","thierry1@adventure-works.com","680-555-0192","i+ukExAQLOnEpQFQLme/QYR8w6kME+/MdykXoSxwgFI=","FooiQMs=","1cea8d76-4a20-4d76-9da2-a3777fd7e693","7/1/2006 12:00:00 AM"
"300","False","Mr.","Daniel","","Blanco","","Nice Bikes","adventure-works\garrett1","daniel0@adventure-works.com","221-555-0167","bnDkCXU7YCA05COiVJst0pMlaJtfAK0H8pgniBfLooM=","oOIbGSo=","7256f9b7-5253-4384-b8de-60b6f0adf5a6","9/1/2006 12:00:00 AM"
"304","False","Ms.","Linda","","Mitchell","","Essential Bike Works","adventure-works\jae0","linda9@adventure-works.com","1 (11) 500 555-0182","LJhS2DW9IscOBidp+dn6JWOa8axqqpEw2XIUiUMRKVM=","hrRF3s4=","c332c909-ee43-4312-a9d8-b2365a0160ea","9/1/2007 12:00:00 AM"
"306","False","Mr.","Stephen","M.","Ayers","","Work and Play Association","adventure-works\michael9","stephen1@adventure-works.com","818-555-0171","m79YsPy3BDp4/SUQsvNcbTQuyZxUGV9TuBeHcAHjZCk=","F0hRcQ8=","f8f2835d-f5f0-4070-8465-46bfc815153b","9/1/2006 12:00:00 AM"
"307","False","Ms.","Neva","M.","Mitchell","","Riding Associates","adventure-works\pamela0","neva0@adventure-works.com","992-555-0134","xUl8Ag905RQfEG81+mYFO378kfiUUFE0TsYSJ1+rU9I=","ru6E/qg=","d11d9dae-d5d1-440b-be3f-48d307e942a6","8/1/2007 12:00:00 AM"
"308","False","Ms.","Megan","N.","Davis","","Rugged Bikes","adventure-works\david8","megan1@adventure-works.com","839-555-0198","G6BHmDa5WKyDUTzHeOszC8XHrN8wPjUM76UTZb39tWc=","BNNUWH4=","d2b47dad-e684-449b-992c-15de391c0fcc","9/1/2007 12:00:00 AM"
"309","False","Mr.","John","","Arthur","","The Gear Store","adventure-works\jillian0","john6@adventure-works.com","149-555-0113","AJwPH2IQhCHW77xtUnJh0G0EXqA11PsPLRRuSQK+K9U=","ZXH0EUg=","a80b5e25-5ef4-4910-b70b-b2d1f5b207c2","8/1/2005 12:00:00 AM"
"310","False","Mr.","Frank","","Miller","","Orange Bicycle Company","adventure-works\jillian0","frank6@adventure-works.com","118-555-0184","h7ho5pw1ypORUO13IMzogsDDW1C9bUTmGWsz06Xax8E=","n/q5ims=","0d9a0e94-f5e9-4021-8e81-f7f2f18144b1","8/1/2006 12:00:00 AM"
"311","False","Sr.","Alvaro","","De Matos Miranda Filho","","Principal Bike Company","adventure-works\shu0","alvaro0@adventure-works.com","551-555-0155","BrhebOErAX2tbZ1LZxAb8hwE96ZdIjikETxIsIKfpLw=","v5pJpw0=","f070050e-2b33-41a2-a995-d9df09eb3ae3","9/1/2006 12:00:00 AM"
"312","False","Mr.","Thomas","B.","Armstrong","Jr.","Resale Services","adventure-works\linda3","thomas1@adventure-works.com","226-555-0146","8ml/xroz0hroeUDl/KW2y2QlIIgHgygotLw0Md60cBY=","hXYQBis=","067bb7da-557d-4145-910c-ee0c82caa0e4","8/1/2005 12:00:00 AM"
"313","False","Mr.","Dylan","","Miller","","Metropolitan Manufacturing","adventure-works\shu0","dylan1@adventure-works.com","140-555-0192","kE/AZF2xtlVStSAI51sBwnA1CENgrWppF3qD5KxBdVE=","q1lJvKo=","2157d9a9-a284-4001-973a-27196613681a","11/1/2005 12:00:00 AM"
"316","False","Mr.","Ben","","Miller","","Low Price Cycles","adventure-works\jos?1","ben1@adventure-works.com","207-555-0167","d8+17xmtxYv0ovo+dfdJCIe7zpoChbE+X4f+gQrPU3A=","6CMCzUQ=","8c95e9d8-88d0-4e6a-8149-b4c6c79e65bd","8/1/2007 12:00:00 AM"
"317","False","Mr.","Jacob","N.","Dean","","Finer Riding Supplies","adventure-works\jos?1","jacob0@adventure-works.com","767-555-0151","afWrNdx+a97zBy+NoV2h3JgMyfVCLmD1FMz7OiwtBRQ=","KVVlFXY=","5eef4daa-8514-43a3-b96a-d99e19e3c2e8","8/1/2005 12:00:00 AM"
"318","False","Ms.","Ann","","Beebe","","First-Rate Outlet","adventure-works\garrett1","ann0@adventure-works.com","277-555-0169","l3pyVEyTaWqsF1xRfSXtR2CgCOfOXQCSumdlzqMKLxQ=","BX3pcB8=","d241d8f1-5a7a-41b3-8723-1e2b1a9fdbf6","8/1/2005 12:00:00 AM"
"322","False","Mr.","Matthew","J.","Miller","","Tachometers and Accessories","adventure-works\jae0","matthew5@adventure-works.com","1 (11) 500 555-0176","/hDOTbr9X/E4UE8H6wjOGHYZ6Gb8GDpmutPWgFTXQnc=","eiCRDs8=","1c56e02d-69f4-4c0d-965b-2b7f54aa0a34","9/1/2006 12:00:00 AM"
"323","False","Mr.","Jo","","Brown","","Metro Bike Works","adventure-works\michael9","jo2@adventure-works.com","689-555-0130","KZaaqy2YCpxZaXM7rzYJyuNkw9w+wWoUaL5P6Jdyzpk=","T2lZOPo=","0da4f03e-47e9-4bed-b149-9c18cee9eb30","8/1/2006 12:00:00 AM"
"325","False","Ms.","Virginia","L.","Miller","","All Cycle Shop","adventure-works\pamela0","virginia0@adventure-works.com","918-555-0127","2LMYXdm0nvmWcT+Md+NaYmfIPgdmP0R2PiRoynq7WCk=","GNkVrfA=","6340ac77-4fbd-4eec-9d60-5009d428674a","7/1/2006 12:00:00 AM"
"326","False","Mr.","Scott","","Gode","","Year-Round Sports","adventure-works\david8","scott4@adventure-works.com","164-555-0145","GkzDDuB6pTaET7MyM3Kpgh+sP0JyO6EvZnbS4ep3kEg=","3CEircg=","81c81c0d-73eb-442d-beb0-d03ad4af5048","8/1/2005 12:00:00 AM"
"327","False","Ms.","Caroline","A.","Vicknair","","World of Bikes","adventure-works\jillian0","caroline0@adventure-works.com","695-555-0158","U1/CrPqSzwLTtwgBehfpIl7f1LHSFpZw1qnG1sMzFjo=","QhHP+y8=","cdd7480f-7284-453a-a7ca-910535d40583","9/1/2006 12:00:00 AM"
"328","False","Mr.","Robert","R.","Vessa","","Totes & Baskets Company","adventure-works\jillian0","robert13@adventure-works.com","560-555-0171","UWGC2U8F7AUNA2FuiT4agrBoxAFskHGQSxqP39B7zLQ=","iES3IZA=","84a86a42-c9f8-4b4a-a1a6-28e4e448fb8c","8/1/2005 12:00:00 AM"
"329","False","","Andreas","","Berglund","","Unicycles, Bicycles, and Tricycles","adventure-works\shu0","andreas1@adventure-works.com","795-555-0116","dGlOTb4tIwZCoQftB0K+7CHFl/ty6hYYq/X/T1Dq6k4=","9ak86/4=","35de20d0-b72d-440b-8c55-6e8ad6643335","8/1/2005 12:00:00 AM"
"330","False","Mr.","Mete","","Goktepe","","The New Bike Store","adventure-works\linda3","mete0@adventure-works.com","637-555-0120","cIKsu790VaU1891IzLoO2agtT2vvaOXkL3puAV90Zro=","7erbA0k=","09480748-3f10-4c0f-9bf1-ebefad6540cf","12/1/2005 12:00:00 AM"
"331","False","Ms.","Wanda","F.","Vernon","","Technical Parts Manufacturing","adventure-works\shu0","wanda0@adventure-works.com","433-555-0168","hNQpZV8787KyeDWfllnZWzY+l8DFEYTnwoZZzYtusi0=","HDCU1Bk=","9b6d55bd-1bfd-489b-a09d-ca2de42c7c16","7/1/2007 12:00:00 AM"
"334","False","Ms.","Dora","P.","Verdad","","Retreat Inn","adventure-works\jos?1","dora0@adventure-works.com","155-555-0140","RgzxIE8hSY/z6iJnmDYMZWdJTQBRaWKI7UaZhAPhPxY=","jYD20wc=","777d62e5-3c77-4cef-8af6-8a4648f49eb9","8/1/2006 12:00:00 AM"
"335","False","Mr.","John","M.","Berger","Jr.","Scratch-Resistant Finishes Company","adventure-works\jos?1","john10@adventure-works.com","156-555-0111","0J6cl9Zhm+g4rbqJrvyshZWF72arbVNptT27ZL2QTMc=","2Ugh6Q4=","f8bf1985-3c65-400f-bd46-92f88008f003","8/1/2005 12:00:00 AM"
"336","False","Mr.","Brian","R","Goldstein","","Primary Bike Distributors","adventure-works\garrett1","brian4@adventure-works.com","495-555-0161","Pe7m3z2RtNe4D8mkkCKh3/WPMsONB78YR1Kip5zJwzs=","x4UseEA=","0341ca02-f44f-4604-8e20-a749b90fd976","8/1/2005 12:00:00 AM"
"340","False","Mr.","Raja","D.","Venugopal","","Nearby Cycle Shop","adventure-works\jae0","raja0@adventure-works.com","1 (11) 500 555-0195","lx5a4+AFGzH6mzjz6hpiR9scxbYGX8OcqFpv/cI6yFs=","hSwmBWk=","191fe023-2354-4fbb-88d7-b57adc3428d8","9/1/2006 12:00:00 AM"
"343","False","Ms.","Patricia","M.","Vasquez","","Mail-Order Outlet","adventure-works\pamela0","patricia2@adventure-works.com","490-555-0132","v0bxLRLRKYxwN8fiORyJkpXaYZpCRhgfNNkwQnylFrE=","WTZFkow=","dae8ef10-88da-4f94-b6a7-a9745f250db2","8/1/2006 12:00:00 AM"
"344","False","Ms.","Karren","K.","Burkhardt","","Fifth Bike Store","adventure-works\david8","karren0@adventure-works.com","652-555-0132","ho3bUU87fZAlity/45XvFPVE/DgEaLKvI+ZW1e56rnA=","x1JqF8M=","aa3b69df-40cf-45b8-9250-f69ef6db1c15","7/1/2005 12:00:00 AM"
"345","False","Ms.","Abigail","J.","Gonzalez","","Genial Bike Associates","adventure-works\jillian0","abigail0@adventure-works.com","121-555-0139","h5QUx4zv/ilF+lJ6Pgsyd5OP92KaOJDXklOB6qbWskk=","kAdG4pM=","131056ab-e899-43bf-91e6-d92f44456655","8/1/2006 12:00:00 AM"
"346","False","Mr.","Ranjit","Rudra","Varkey Chudukatil","","Great Bicycle Supply","adventure-works\jillian0","ranjit1@adventure-works.com","810-555-0160","VTpXtJAiSxeJraHh5mkwwAsGYMllZYzsOBpb2cu8rrQ=","FNe76Vk=","b3e143fd-f617-401e-aad9-c50bc280ed18","8/1/2005 12:00:00 AM"
"347","False","Ms.","Ingrid","K.","Burkhardt","","Bike Universe","adventure-works\shu0","ingrid0@adventure-works.com","857-555-0187","cvCHW2+xxa0C0SWtoYyn83PAIn6qI39SbK+kOK+gUGI=","6QL/f9s=","2de20d49-86f7-40c0-950d-12c93ea94b35","8/1/2005 12:00:00 AM"
"348","False","Mr.","Oscar","L.","Alpuerto","","Bold Bike Accessories","adventure-works\linda3","oscar0@adventure-works.com","855-555-0174","P1Osji8Ez9uYQCzuZXjnutazXvhAlWDRLjCcTcJb/Ug=","CGYtmQ4=","ba20e529-555e-4d2c-83f0-dcba833230af","8/1/2005 12:00:00 AM"
"349","False","Mr.","Gary","T","Vargas","","Exercise Center","adventure-works\shu0","gary6@adventure-works.com","112-555-0176","WH8bTbYkazE9T0ktiZYIAYDdJXsvjr2zbLiT3gxR6zk=","Zkv5OCw=","b23474bf-01cc-4a5e-902c-d6a4eb5ed777","9/1/2006 12:00:00 AM"
"352","False","Mr.","Shane","S.","Kim","","Twelfth Bike Store","adventure-works\jos?1","shane2@adventure-works.com","155-555-0149","XRbPUzkzKesTrEzvftw5uMTagaFkYgTZJJlBScNp0hc=","4YXPsTU=","5617d4f8-c3a1-4408-8895-ae3f7e0efa05","8/1/2006 12:00:00 AM"
"353","False","Ms.","Joan","M.","Campbell","","Two-Wheeled Transit Company","adventure-works\jos?1","joan0@adventure-works.com","700-555-0155","hKb4COq5+4SAW8APMfmPmILk4cdhwtpjpD7Yx8xcx9U=","eVaIdvY=","3b2e5c36-0827-4a31-b112-f347ad588822","8/1/2005 12:00:00 AM"
"354","False","Mr.","Maxwell","J.","Amland","","Serious Cycles","adventure-works\garrett1","maxwell0@adventure-works.com","614-555-0134","8/5CuOyL4qEu4tD2KEd4x1h5OahPfcmZg9L7+F0ATDI=","qoGU2YA=","b65dfd89-49c5-4530-b819-b6e84f3531a6","8/1/2005 12:00:00 AM"
"358","False","Mr.","Joe","","Kim","","Mail Market","adventure-works\jae0","joe1@adventure-works.com","1 (11) 500 555-0144","/1zuZO01NBBN+zaoVVHAp+srLdfFp0nBmPrSBGPulOc=","jMsXQbs=","3ed88e2f-3f29-4e30-93d4-ce38474ded23","8/1/2007 12:00:00 AM"
"360","False","Ms.","Ramona","J.","Antrim","","Novelty Bikes","adventure-works\michael9","ramona0@adventure-works.com","327-555-0148","CkSWR0RMQArXpZJnpZgCnzSPuw3PUh/1jTmWPcrjYyM=","7xa5oqo=","8be04d7d-1192-4a27-aca3-926e5f530abb","8/1/2007 12:00:00 AM"
"361","False","Ms.","Karan","","Khanna","","Fitness Supplies","adventure-works\pamela0","karan1@adventure-works.com","390-555-0150","KQnTVrF88pDtzAwfV+7dDpsvf4FFaBRltsryZggImmI=","jZhDom8=","6f69f454-5199-4b15-b370-d926f8ed104c","8/1/2007 12:00:00 AM"
"362","False","Ms.","Sharon","A.","Crow","","Grand Cycle Store","adventure-works\david8","sharon1@adventure-works.com","889-555-0176","u9lXZ1SCNDVCKj0H19LBkxxmWQr7JPXmZP2LU5LZIec=","xUz/uts=","d9b640a6-0988-4548-8231-69ca927d49ab","8/1/2007 12:00:00 AM"
"363","False","Mr.","Chris","","Ashton","","Immense Manufacturing Company","adventure-works\jillian0","chris3@adventure-works.com","556-555-0145","wGKQ72A4aSsDe2tQKUY1T1o0i/AO69PqKcMSFIponoQ=","3VRtZxg=","3543b21b-0dfa-40de-998e-a9c3f2fcda98","8/1/2007 12:00:00 AM"
"364","False","Mr.","Imtiaz","","Khan","","District Mall","adventure-works\jillian0","imtiaz0@adventure-works.com","249-555-0179","NiUsCVv2EYAYfE2mK4VPPDgV7BXgOR4eQ4yVOvsOG1A=","Cdwoi3o=","9d91f4ed-58b5-4a59-9894-8fd17ebdfc9b","8/1/2005 12:00:00 AM"
"365","False","Mr.","Jack","","Creasey","","Distinctive Store","adventure-works\shu0","jack2@adventure-works.com","539-555-0182","ao0Wb4hq67DVVcZYX2vO/mOgiZoTtJMBJzi4/wt8mrE=","7wlaV4Y=","ab87b283-4b2b-48ad-9d10-6b9f2d4d0baa","9/1/2005 12:00:00 AM"
"366","False","Ms.","Teresa","","Atkinson","","Extended Bike Sales","adventure-works\linda3","teresa0@adventure-works.com","129-555-0110","t+VbX7JvYz3GISo+HPpubYQr00RQKJLNqOx1dQdMKCc=","bwG1Wck=","76da51e9-d61b-488c-a4e7-c7b87fda2917","9/1/2005 12:00:00 AM"
"367","False","Ms.","Tammy","J.","Khan","","Brown Bicycle Company","adventure-works\shu0","tammy0@adventure-works.com","145-555-0166","NTtGPrBoJXekEg2D/ryHHVYGX/fuL0VeSrhQjzykBiQ=","3D0YsUM=","a65d6b08-0b08-453c-b244-cb324a3dfc0c","9/1/2005 12:00:00 AM"
"370","False","Ms.","Elizabeth","","Keyser","","Acceptable Sales & Service","adventure-works\jos?1","elizabeth2@adventure-works.com","656-555-0173","gD2lOrxAy3p4xvTGUYnECk5ROZd03OslvHCY+XDxQwI=","/P0XMaQ=","7059e0f6-846d-4a52-8a97-0734cd064892","8/1/2005 12:00:00 AM"
"371","False","Mr.","Bruno","","Costa Da Silva","","Custom Sales and Service","adventure-works\jos?1","bruno0@adventure-works.com","140-555-0143","iaQDSUY3hGgPoKQBMqMHb4jSlVLSNnjgd2j2jsX9rJs=","MY+7QbE=","05cf6683-bc27-4062-a60d-995706bbfab5","8/1/2005 12:00:00 AM"
"372","False","Ms.","Katherine","K.","Swan","","Top Bike Market","adventure-works\garrett1","katherine1@adventure-works.com","421-555-0192","KP0aM3OevdwcZrEJTRWtCuCiSKfiPhktKN5FqHTnYhM=","yv8Jhf8=","f377f21a-9a29-49af-9158-4e3fa8586ff7","9/1/2007 12:00:00 AM"
"376","False","Ms.","Mary","R.","Kesslep","","Commerce Bicycle Specialists","adventure-works\jae0","mary8@adventure-works.com","1 (11) 500 555-0146","7OO7XsLMZcOhwoxw8KRfz/SjxQ3qCIVQqjRMtpyV/EY=","J1cVbE8=","d733948f-db34-47ff-a618-06123a32e515","8/1/2006 12:00:00 AM"
"377","False","Mr.","Marlin","M.","Coriell","","Grand Sport Boutique","adventure-works\michael9","marlin0@adventure-works.com","941-555-0155","mWVOfXPZkIFZzQA0Ilekhl49LfhS31vdOtYEmBKSIkk=","FSkdXTM=","f728ab05-7868-493d-beba-f4e7dfafff31","8/1/2006 12:00:00 AM"
"379","False","Mr.","Kevin","","Kennedy","","Fad Outlet","adventure-works\pamela0","kevin4@adventure-works.com","275-555-0179","FI+QpFgzPmmfZMk6bavb0AtoPMvD4CZ/+wGuwYgso3g=","B+59kWs=","083c2d9f-7cbb-4cd4-9bbf-30e80c376ee5","9/1/2006 12:00:00 AM"
"380","False","Ms.","Eva","","Corets","","First Department Stores","adventure-works\david8","eva0@adventure-works.com","542-555-0164","vcqabvDo1Fnle8WElVwwEwNwCGZKfSJvDCUVyps/SuQ=","gF7bPbY=","5e469335-acdd-41c8-89fe-0856ed944340","7/1/2006 12:00:00 AM"
"381","False","Ms.","Julie","","Taft-Rider","","Bicycle Lines Distributors","adventure-works\jillian0","julie1@adventure-works.com","145-555-0194","BQF73YAE2cFDpeWDP0v7uA0/ZGhGgw1xxiMQqe74r7I=","6ZebGOE=","5aa5c79e-3c99-4fd2-87e7-b0e67603d5ab","8/1/2006 12:00:00 AM"
"382","False","Mr.","Robert","","Kelly","","Beneficial Exercises and Activities","adventure-works\jillian0","robert7@adventure-works.com","510-555-0123","JM8Jl1msELWEL8AlgkQ/cej3rlO0TFq13PfmQ/bHakM=","OLqP9tg=","7ee0371d-cefe-4a15-9347-34c232d82ab0","9/1/2006 12:00:00 AM"
"383","False","Mr.","Scott","","Cooper","","Vehicle Shop","adventure-works\shu0","scott2@adventure-works.com","773-555-0182","BEePqLIHwU7zsFCJQcHQ8OGm8nkvUlj8YPFAT/teYOc=","+v0uddA=","94da916c-8e0d-405c-ad3c-cfe9c1db699a","10/1/2005 12:00:00 AM"
"384","False","Mr.","Clarence","R.","Tatman","","Sparkling Paint and Finishes","adventure-works\linda3","clarence0@adventure-works.com","787-555-0128","266JCMNzG3Y2YOZOElwlwmjuO9HTi1S0zbkD7zdQ03g=","kCUx/bc=","7bc25c4c-f0e3-4471-8d8b-e0595061af6a","8/1/2005 12:00:00 AM"
"385","False","Mr.","John","","Kelly","","Sturdy Toys","adventure-works\shu0","john22@adventure-works.com","330-555-0116","tYV64ygQjda9WaWGc8CfVwqOiTHscX15aCHq9OPvjkw=","a2bt7rI=","6ede3be1-137d-4984-9ecb-eb871ae9059d","8/1/2005 12:00:00 AM"
"388","False","Mr.","Victor","A.","Kelley","","Road Way Sales and Rental","adventure-works\jos?1","victor0@adventure-works.com","112-555-0195","Mm7GafEB1oHJXept9uxIAGnsc2jKRzr0UgDRANPqAsI=","j/3FTKs=","c0c5ee7e-dd39-401d-9bf5-7ec01d57e57f","12/1/2006 12:00:00 AM"
"389","False","Ms.","Dorothy","J.","Contreras","","Sixth Bike Store","adventure-works\jos?1","dorothy0@adventure-works.com","428-555-0176","NEJS/vq9oswLdLNa4VH0fbwb+fgxDYIHg2hPP1fn7t4=","lnEeim8=","0fc568b5-2a6b-4c9d-87bc-9b8c6313c9da","8/1/2005 12:00:00 AM"
"390","False","Mr.","Mike","M.","Taylor","","Plastic Parts Company","adventure-works\garrett1","mike6@adventure-works.com","204-555-0189","3/sdWTV1ScxayLuSf0nc6Wbyci2VcabsIBhV/KlQyZ0=","abgBRtE=","d6ab0687-0db2-460b-a4d2-34aad4ec9f3d","11/1/2005 12:00:00 AM"
"394","False","Ms.","Bonnie","","Kearney","","Little Sports Center","adventure-works\jae0","bonnie1@adventure-works.com","1 (11) 500 555-0116","UUjDa8Zdc4Zz63sgzUXpnW3zOJwJZoBuQjoNvF2FVs0=","SNjG3l0=","f53f2ca8-f244-46b8-a64f-a09f657db9dc","8/1/2007 12:00:00 AM"
"395","False","Ms.","June","B.","Brunner","","Online Bike Sellers","adventure-works\michael9","june0@adventure-works.com","249-555-0172","V74x3qYKzA71fWSI3y7gFD552b65vQ+acGzI6wdBsQ4=","hY2Xf6o=","8da056fc-494f-4fe1-8397-0b0736603201","9/1/2006 12:00:00 AM"
"397","False","Mr.","Sandeep","","Katyal","","Capable Sales and Service","adventure-works\pamela0","sandeep2@adventure-works.com","928-555-0117","EAI1ECvxzm9o9MbS8sPVK9QqTkerK/+KO5Wt6escxwY=","7xO2UQE=","b711f333-3277-4885-ab55-5790cf41f27d","7/1/2005 12:00:00 AM"
"398","False","Ms.","Shirley","R.","Bruner","","Commendable Bikes","adventure-works\david8","shirley0@adventure-works.com","383-555-0155","haGTwCpR1pahJRX/490ASvk+bkWOZv828Z8Krd0XO50=","Jmtgb40=","e47537dd-645f-458c-a410-a520d38dd7b9","7/1/2006 12:00:00 AM"
"399","False","Mr.","Chad","J.","Tedford","","Big Cycle Mall","adventure-works\jillian0","chad1@adventure-works.com","588-555-0128","SnOacRNEqi3s4ywOGFR5MLNghukZ/0bEg9u6LbvzOOE=","+apUSQU=","bc98b78e-3068-475a-8ead-fba537dde9b9","8/1/2007 12:00:00 AM"
"400","False","Mr.","Peter","","Houston","","Local Sales and Rental","adventure-works\jillian0","peter3@adventure-works.com","632-555-0171","NmON5fxy8YJbaxIrc6lSHicKQ9t/hBGfB1lwcWOr+xc=","Q5WaAeA=","40984282-13f9-4b14-90b3-e7a17180195d","9/1/2007 12:00:00 AM"
"401","False","Mr.","Tom","H","Johnston","","Brightwork Company","adventure-works\shu0","tom1@adventure-works.com","883-555-0177","WonAzK7XRDoFn66D6qVMzma60dA96LHtk2lz7a28mI4=","0lp7vWg=","cc76f684-79ad-4a66-a30e-1b7fb5c917c5","8/1/2005 12:00:00 AM"
"402","False","Ms.","Marian","M.","Berch","","Pro Sporting Goods","adventure-works\linda3","marian0@adventure-works.com","640-555-0198","xvClDu5JJr01TcnxmN1vuMKxvRmlPKIxxZHZVEPs8bk=","5qLSJhI=","48941caa-5b39-497e-ad56-efd9172d372e","8/1/2005 12:00:00 AM"
"403","False","Ms.","Juanita","J.","Holman","","Affordable Sports Equipment","adventure-works\shu0","juanita0@adventure-works.com","996-555-0196","aJNRDB5SUe0Z3cvfmFqrv/H8fOL9ZoIJhk2iqtM/244=","RvrCF5g=","0484601b-6a04-41bf-9554-3eb22d5b4dc1","8/1/2005 12:00:00 AM"
"406","False","Mr.","Eddie","M.","Holmes","","The Commissary","adventure-works\jos?1","eddie0@adventure-works.com","570-555-0199","ClF4Z2L4qQo1wgDJduU5/gxrvxuwBxlzP75SHI50bGM=","S111y4k=","04c17472-c4da-40b1-82fa-b08d3828b863","12/1/2006 12:00:00 AM"
"407","False","Mr.","Robert","A.","Avalos","","Workout Emporium","adventure-works\jos?1","robert2@adventure-works.com","665-555-0198","V09BZHvbhAXD4fluXDexe9/89mGNsFPrGa/5NMiJBRU=","3lDpoDs=","5a2338d1-158f-4386-8c30-eff2bf990669","9/1/2007 12:00:00 AM"
"408","False","Mr.","Alexander","J.","Berger","II","Odometers and Accessories Company","adventure-works\garrett1","alexander0@adventure-works.com","519-555-0151","xGCe2CsXuZvX8e6v4sTb/+XoU+4gWDQEnJADwhDsrhg=","ns1gQU4=","a845d318-d6c0-4e69-b509-83686bd409a6","9/1/2007 12:00:00 AM"
"412","False","Ms.","Jean","J.","Holloway","","Leisure Clearing House","adventure-works\jae0","jean2@adventure-works.com","1 (11) 500 555-0181","Hx2n4MFm10Hr0PL/j104QJK1WuHogx9N0H2U16PqpeM=","v8LsuAE=","bd823ab5-6077-41d3-86c7-7bfa90602024","8/1/2006 12:00:00 AM"
"415","False","Mr.","Greg","","Chapman","","Imaginary Toys","adventure-works\pamela0","greg1@adventure-works.com","708-555-0169","O4klT8SXfYnT7o3qMpvaJ2lqs00qG6/UsfyahQihxFU=","Ze2j4rQ=","01289f01-9785-4dea-a896-92592f1f90b2","7/1/2006 12:00:00 AM"
